ERNnvp,Pathogen,Group,HighTaxon,LowTaxon,Host,Order,Family,HostStageInfected,HostTissueInfected,Field,Country,IntermediateHost,DateEntered,FlagForDeletion,DateModified,ProvinceA,Test,PathogenValue,BiogeographicRegion
6525,Entomophaga grylli,Fungi,Zygomycetes,Entomophthorales,Melanoplus femurrubrum,Orthoptera,Acrididae,,,Field,USA,,,,,,7164,,Nearctic
6526,Entomophaga grylli,Fungi,Zygomycetes,Entomophthorales,Melanoplus differentialis,Orthoptera,Acrididae,,,Field,USA,,,,,,7164,,Nearctic
6527,Entomophaga grylli,Fungi,Zygomycetes,Entomophthorales,Melanoplus confusus,Orthoptera,Acrididae,,,Field,USA,,,,,,7164,,Nearctic
6528,Entomophaga grylli,Fungi,Zygomycetes,Entomophthorales,Phoetaliotes nebrascensis,Orthoptera,Acrididae,,,Field,USA,,,,,,7164,,Nearctic
6529,Paecilomyces fumosoroseus,Fungi,Deuteromycetes,unknown,Chilo suppressalis,Lepidoptera,Crambidae,,,,Ile de France,,,,,,7164,,
6530,Paecilomyces fumosoroseus,Fungi,Deuteromycetes,unknown,Lycophotia sp.,Lepidoptera,Noctuidae,,,,France,,,,,,7164,,
6532,Paecilomyces fumosoroseus,Fungi,Deuteromycetes,unknown,Ostrinia nubilalis,Lepidoptera,Pyralidae,,,,France,,,,,,7164,,
6533,Furia pieris,Fungi,Zygomycetes,Entomophthorales,Estigmene acrea,Lepidoptera,Arctiidae,,,Lab,USA,,,,,,7164,,
6534,Furia pieris,Fungi,Zygomycetes,Entomophthorales,Heliothis virescens,Lepidoptera,Noctuidae,,,Lab,USA,,,,,,7164,,
6535,Furia pieris,Fungi,Zygomycetes,Entomophthorales,Helicoverpa zea,Lepidoptera,Noctuidae,,,Lab,USA,,,,,,7164,,
6536,Furia pieris,Fungi,Zygomycetes,Entomophthorales,Spodoptera eridania,Lepidoptera,Noctuidae,,,Lab,USA,,,,,,7164,,
6537,Furia pieris,Fungi,Zygomycetes,Entomophthorales,Trichoplusia ni,Lepidoptera,Noctuidae,,,Lab,USA,,,,,,7164,,
6538,Furia pieris,Fungi,Zygomycetes,Entomophthorales,Empoasca fabae,Homoptera,Cicadellidae,,,Lab,USA,,,,,,7164,,
6540,Furia pieris,Fungi,Zygomycetes,Entomophthorales,Musca domestica,Diptera,Muscidae,,,Lab,USA,,,,,,7164,,
6541,Neozygites parvispora,Fungi,Zygomycetes,Entomophthorales,Thrips tabaci,Thysanoptera,Thripidae,,,Field,"Switzerland, Austria, France",,,,,,7164,,Palearctic
6543,Entomophthora weberi,Fungi,Zygomycetes,Entomophthorales,Rhaphidia ophiopsis,Neuroptera,Rhaphidiidae,NymphAdult,,Field,Netherlands,,,,,,7164,,Palearctic
6544,Furia crustosa,Fungi,Zygomycetes,Entomophthorales,Malacosoma americanum,Lepidoptera,Lasiocampidae,Larva,,Field,USA,,,,,,7164,,Nearctic
6545,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Malacosoma disstria,Lepidoptera,Lasiocampidae,Larva,,Field,USA,,,,,,7164,,Nearctic
6546,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Catocala ilia,Lepidoptera,Noctuidae,Larva,,Field,USA,,,,,,7164,,Nearctic
6547,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Orthosia rubescens,Lepidoptera,Noctuidae,Larva,,Field,USA,,,,,,7164,,Nearctic
6548,Entomophaga aulicae,Fungi,Zygomycetes,Entomophthorales,Ennomos subsignaria,Lepidoptera,Geometridae,AdultLarva,,Field,USA,,,,,,7164,,Nearctic
6549,Entomophaga aulicae,Fungi,Zygomycetes,Entomophthorales,Pyrrharctia isabella,Lepidoptera,Arctiidae,Larva,,Field,USA,,,,,,7164,,Nearctic
6550,Entomophaga aulicae,Fungi,Zygomycetes,Entomophthorales,Spilosoma virginica,Lepidoptera,Arctiidae,Larva,,Field,USA,,,,,,7164,,Nearctic
6551,Entomophaga maimaiga,Fungi,Zygomycetes,Entomophthorales,Dasychira leucophaea,Lepidoptera,Lymantriidae,Larva,,Field,USA,,,,,,7164,,Nearctic
6552,Nosema dryocoeti,Protozoa,Microspora,Microsporea (Microsporida),Dryocoetes autographus,Coleoptera,Scolytidae,,fat body; lymphocytes,,,,,,,,7164,,
6553,Pleistophora xyloteri,Protozoa,Microspora,Microsporea,Xyloterus domesticus,Coleoptera,Scolytidae,,Midgut; oenocytes.,,,,,,,,7164,,
6554,Unikaryon montanum,Protozoa,Microspora,Microsporea,Ips typographus,Coleoptera,Scolytidae,Adult,fat body; muscle; Malpighian tubules; ovaries,Field,"Germany, Austria, Czechoslovakia",,,,,,7164,,Palearctic
6555,Tolypocladium cylindrosporum,Fungi,Deuteromycetes,unknown,Agrotis segetum,Lepidoptera,Noctuidae,Larva,,Field,Denmark,,,,,,7164,,Palearctic
6556,Laboulbenia diplocheilae,Fungi,Laboulbeniomycetes,Laboulbeniales,Diplocheila sp.,Coleoptera,Carabidae,,,,,,,,,,7164,,
6557,Spiroplasma poulsonii,Mollicutes,Spiroplasma,Spiroplasmataceae,Drosophila willistoni,Diptera,Drosophilidae,,,,,,,,,,7164,,
6558,Nosema tyriae,Protozoa,Microspora,Microsporea (Microsporida),Tyria jacobaeae,Lepidoptera,Arctiidae,Larva,"gut wall, silk glands, fat body",Field,UK,,,,,,7164,,Palearctic
6559,Tolypocladium cylindrosporum,Fungi,Deuteromycetes,unknown,Alphitobius diaperinus,Coleoptera,Tenebrionidae,,,Lab,,,,,,,7164,,
6560,Ancyrophora stelliformis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Philonthus laevicollis,Coleoptera,Staphylinidae,,,,,,,,,,7164,,
6561,Entomophthora aphidis,Fungi,Zygomycetes,Entomophthorales,Acyrthosiphon pisum,Homoptera,Aphididae,,,Field,,,,,,,7164,,
6562,Conidiobolus thromboides,Fungi,Zygomycetes,Entomophthorales,Galleria mellonella,Lepidoptera,Pyralidae,,,Lab,,,,,,,7164,,
6563,Entomophthora sp.,Fungi,Zygomycetes,Entomophthorales,Aphis fabae,Homoptera,Aphididae,,,Field,,,,,,,7164,,
6564,Entomophthora thaxteriana,Fungi,Zygomycetes,Entomophthorales,Acyrthosiphon pisum,Homoptera,Aphididae,,,Field,,,,,,,7164,,
6566,Entomophthora muscae,Fungi,Zygomycetes,Entomophthorales,Delia florilega,Diptera,Anthomyiidae,,,,,,,,,,7164,,
6567,Entomophthora fresenii,Fungi,Zygomycetes,Entomophthorales,Aphis fabae,Homoptera,Aphididae,Adult,,Field,,,,,,,7164,,
6568,Furia vomitoriae,,,,Pollenia rudis,Diptera,Calliphoridae,,,,,,,,,,7164,,
6573,Aspergillus flavus,Fungi,Deuteromycetes,unknown,Neobellieria citellivora,Diptera,Sarcophagidae,,,Field,Canada,,,,,,7164,,Nearctic
6574,Aspergillus ochraceus,Fungi,Deuteromycetes,unknown,Lymantria dispar,Lepidoptera,Lymantriidae,,,Field,USA,,,,,,7164,,Nearctic
6575,Aspergillus ochraceus,Fungi,Deuteromycetes,unknown,Eurygaster sp.,Heteroptera,Pentatomidae,,,Field,Turkey,,,,,,7164,,Palearctic
6576,Aspergillus parasiticus,Fungi,Deuteromycetes,unknown,Eoreuma loftini,Lepidoptera,Crambidae,Larva,,Field,USA,,,,,,7164,,Nearctic
6578,Batkoa apiculata,Fungi,Zygomycetes,Entomophthorales,Myzus ascalonicus,Homoptera,Aphididae,,,Field,France,,,,,,7164,,Palearctic
6580,Beauveria amorpha,Fungi,Deuteromycetes,unknown,Nephotettix cincticeps,Homoptera,Cicadellidae,,,Field,China,,,,,,7164,,Palearctic
6581,Beauveria amorpha,Fungi,Deuteromycetes,unknown,Solenopsis sp.,Hymenoptera,Formicidae,,,Field,Brazil,,,,,,7164,,Neotropical
6585,Hirsutella thompsonii,Fungi,Deuteromycetes,unknown,Eriophyes sheldoni,Acari,Eriophyidae,,,Field,Zimbabwe,,,,,,7164,,
6586,Metarhizium anisopliae,Fungi,Deuteromycetes,unknown,Boophilus sp.,Acari,Ixodidae,,,Field,USA,,,,,,7164,,Nearctic
6587,Tolypocladium inflatum,Fungi,Deuteromycetes,unknown,Mycobates sp.,Acari,Oribatidae,,,Field,Canada,,,,,,7164,,Nearctic
6588,Hirsutella thompsonii var. synnematosa,Fungi,Deuteromycetes,unknown,Mononychellus tanajoa,Acari,Tetranychidae,,,Field,Benin,,,,,,7164,,Afrotropical
6589,Engyodontium aranearum,Fungi,Deuteromycetes,unknown,Pholcus phalangoides,Araneae,Pholcidae,,,Field,USA,,,,,,7164,,Nearctic
6590,Paecilomyces farinosus,Fungi,Deuteromycetes,unknown,Harpalus sp.,Coleoptera,Carabidae,,,Field,Denmark,,,,,,7164,,Palearctic
6591,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Galerucella sp.,Coleoptera,Chrysomelidae,Adult,,Field,"USA, Israel",,,,,,7164,,NearcticPalearctic
6592,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Lilioceris lilii,Coleoptera,Chrysomelidae,,,,,,,,,,7164,,
6593,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Maecolaspis monrosi,Coleoptera,Chrysomelidae,,,Field,Argentina,,,,,,7164,,Neotropical
6594,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Notonata sp.,Coleoptera,Chrysomelidae,,,Field,Costa Rica,,,,,,7164,,Neotropical
6595,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Odontota dorsalis,Coleoptera,Chrysomelidae,,,Information not available,,,,,,,7164,,
6598,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Hippodamia convergens,Coleoptera,Coccinellidae,,,Lab,USA,,,,,,7164,,
6599,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Apion sp.,Coleoptera,Curculionidae,,,Field,Denmark,,,,,,7164,,Palearctic
6600,Stilbella buquetti,Fungi,Deuteromycetes,unknown,Artipes sp.,Coleoptera,Curculionidae,,,Information not available,USA,,,,,,7164,,
6601,Hirsutella fusiformis,Fungi,Deuteromycetes,unknown,Brachyderes incanus,Coleoptera,Curculionidae,,,Information not available,Netherlands,,,,,,7164,,
6602,Verticillium insectorum,Fungi,Deuteromycetes,unknown,Otiorhynchus sulcatus,Coleoptera,Curculionidae,,,Information not available,,,,,,,7164,,
6603,Metarhizium anisopliae var. anisopliae,Fungi,Deuteromycetes,unknown,Sternechus subsignatus,Coleoptera,Curculionidae,,,Field,Brazil,,,,,,7164,,Neotropical
6604,Paecilomyces lilacinus,Fungi,Deuteromycetes,unknown,Lagria villosa,Coleoptera,Tenebrionidae,,,Field,Brazil,,,,,,7164,,Neotropical
6605,Metarhizium flavoviride var. flavoviride,Fungi,Deuteromycetes,unknown,Adoryphorus couloni,Coleoptera ,Scarabaeidae ,Adult,,Field,Australia,,,,,,7164,,Australian
6606,Metarhizium anisopliae var. majus,Fungi,Deuteromycetes,unknown,Anoplognathus sp.,Coleoptera,Scarabaeidae,Larva,,Field,Australia,,,,,,7164,,Australian
6607,Metarhizium anisopliae,Fungi,Deuteromycetes,unknown,Anoplognathus sp.,Coleoptera,Scarabaeidae,Larva,,Field,Australia,,,,,,7164,,Australian
6608,Cordyceps aphodii,Fungi,Pyrenomycetes,Hypocreales,Aphodius howitti,Coleoptera,Scarabaeidae,,,Information not available,,,,,,,7164,,
6609,Metarhizium anisopliae var. anisopliae,Fungi,Deuteromycetes,unknown,Aphodius tasmaniae,Coleoptera,Scarabaeidae,Larva,,Field,Australia,,,,,,7164,,Australian
6611,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Ips typographus,Coleoptera,Scolytidae,,,Field,"Denmark, Poland",,,,,,7164,,Palearctic
6613,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Gyrohypnus angustatus,Coleoptera,Staphylinidae,,,Field,Denmark,,,,,,7164,,Palearctic
6615,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Tachyporus sp.,Coleoptera,Staphylinidae,,,Field,Denmark,,,,,,7164,,Palearctic
6616,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Tenebrio molitor,Coleoptera,Tenebrionidae,,,Lab,Finland,,,,,,7164,,
6617,Metarhizium anisopliae,Fungi,Deuteromycetes,unknown,Tenebrio molitor,Coleoptera,Tenebrionidae,,,Lab,Finland,,,,,,7164,,
6618,Paecilomyces fumosoroseus,Fungi,Deuteromycetes,unknown,Tenebrio molitor,Coleoptera,Tenebrionidae,,,Lab,Finland,,,,,,7164,,
6619,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Tribolium castaneum,Coleoptera,Tenebrionidae,,,Lab,Finland,,,,,,7164,,
6620,Metarhizium anisopliae var. anisopliae,Fungi,Deuteromycetes,unknown,Tribolium castaneum,Coleoptera,Tenebrionidae,,,Lab,Finland,,,,,,7164,,
6621,Verticillium lecanii ,Fungi,Deuteromycetes,unknown,Delia radicum,Diptera,Anthomyiidae,PupaAdult,,Field,"UK, Denmark",,,,,,7164,,Palearctic
6622,Leptolegnia chapmanii,Fungi,Oomycetes,Saprolegniales,Aedes albifasciatus,Diptera,Culicidae,Larva,,Field,Argentina,,,,,,7164,,Neotropical
6623,Paecilomyces farinosus,Fungi,Deuteromycetes,unknown,Aedes albifasciatus,Diptera,Culicidae,Adult,,Field,Argentina,,,,,,7164,,Neotropical
6624,Smittium culicis,Fungi,Zygomycetes,Harpellales,Aedes albifasciatus,Diptera,Culicidae,Larva,,Field,Argentina,,,,,,7164,,Neotropical
6625,Smittium culisetae,Fungi,Zygomycetes,Harpellales,Culex dolosus,Diptera,Culicidae,Larva,,Field,Argentina,,,,,,7164,,Neotropical
6626,Smittium culicis,Fungi,Zygomycetes,Harpellales,Culex renatoi,Diptera,Culicidae,Larva,,Field,Argentina,,,,,,7164,,Neotropical
6627,Verticillium sp. prob. lecanii,Fungi,Deuteromycetes,unknown,Haematobia irritans,Diptera,Muscidae,,,Information not available,Denmark,,,,,,7164,,
6628,Syngliocladium sp.,Fungi,,,Tetanops myopaeformis,Diptera,Otitidae,Larva,,Field,USA,,,,,,7164,,Nearctic
6629,Eryniopsis ptychopterae,Fungi,Zygomycetes,Entomophthorales,Ptychoptera contaminata,Diptera,Ptychopteridae,,,Field,Denmark,,,,,,7164,,Palearctic
6630,Cordyceps variabilis,Fungi,Pyrenomycetes,Hypocreales,Xylophagus sp.,Diptera,Xylophagidae,Larva,,Field,USA,,,,,,7164,,Nearctic
6631,Furia virescens,Fungi,Zygomycetes,Entomophthorales,Notostira elongata,Heteroptera,Miridae,,,Information not available,Switzerland,,,,,,7164,,
6632,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Eurygaster sp.,Heteroptera,Pentatomidae,Adult,,Field,"Syria, Turkey, France, Russia, Uzbekistan",,,,,,7164,,Palearctic
6633,Paecilomyces farinosus,Fungi,Deuteromycetes,unknown,Eurygaster sp.,Heteroptera,Pentatomidae,Adult,,Field,"Turkey,  Russia",,,,,,7164,,Palearctic
6634,Verticillium lamellicola,Fungi,Deuteromycetes,unknown,Eurygaster sp.,Heteroptera,Pentatomidae,,,Field,Turkey,,,,,,7164,,Palearctic
6635,Verticillium lecanii,Fungi,Deuteromycetes,unknown,Eurygaster sp.,Heteroptera,Pentatomidae,Adult,,Field,"Turkey, Russia, Syria",,,,,,7164,,Palearctic
6638,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Adelges tsugae,Homoptera,Adelgidae,Nymph,,Field,"USA, China",,,,,,7164,,NearcticPalearctic
6639,Paecilomyces farinosus,Fungi,Deuteromycetes,unknown,Adelges tsugae,Homoptera,Adelgidae,Nymph,,Field,"USA, China",,,,,,7164,,NearcticPalearctic
6640,Trichoderma lignorum,Fungi,Deuteromycetes,unknown,Adelges tsugae,Homoptera,Adelgidae,,,Field,USA,,,,,,7164,,Nearctic
6641,Verticillium lecanii,Fungi,Deuteromycetes,unknown,Adelges tsugae,Homoptera,Adelgidae,,,Field,"USA, China",,,,,,7164,,NearcticPalearctic
6642,Paecilomyces fumosoroseus,Fungi,Deuteromycetes,unknown,Bemisia argentifolii,Homoptera,Aleyrodidae,,,Lab,USA,,,,,,7164,,
6643,Verticillium lamellicola,Fungi,Deuteromycetes,unknown,Bemisia tabaci,Homoptera,Aleyrodidae,,,Greenhouse,Denmark,,,,,,7164,,
6644,Verticillium psalliotae,,,,Bemisia tabaci,Homoptera,Aleyrodidae,,,Field,Denmark,,,,,,7164,,Palearctic
6645,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Bemisia tabaci,Homoptera,Aleyrodidae,AdultNymph,,Field,"Philippines, USA",,,,,,7164,,NearcticOriental
6646,Trichothecium roseum,Fungi,Deuteromycetes,unknown,Bemisia tabaci,Homoptera,Aleyrodidae,Adult,,Field,USA,,,,,,7164,,Nearctic
6647,Paecilomyces lilacinus,Fungi,Deuteromycetes,unknown,Trialeurodes vaporariorum,Homoptera,Aleyrodidae,,,Field,India,,,,,,7164,,Oriental
6648,Conidiobolus osmodes,Fungi,Zygomycetes,Entomophthorales,Aphis glycines,Homoptera,Aphididae,,,Information not available,China,,,,,,7164,,
6649,Metarhizium anisopliae,Fungi,Deuteromycetes,unknown,Hylobius pales,Coleoptera ,Curculionidae,,,,,,,,,,7164,,
6650,Verticillium lecanii,Fungi,Deuteromycetes,unknown,Scolytus scolytus,Coleoptera,Scolytidae,,,,,,,,,,7164,,
6651,Verticillium lecanii,Fungi,Deuteromycetes,unknown,Brachycaudus helichrysi,Homoptera,Aphididae,,,Field,,,,,,,7164,,
6655,Cladosporium herbarum,Fungi,Deuteromycetes,unknown,Aphis gossypii,Homoptera,Aphididae,,,field,Brazil,,,,,,7164,,Neotropical
6656,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Aphis gossypii,Homoptera,Aphididae,,,,USA,,,,,,7164,,
6657,Conidiobolus thromboides,Fungi,Zygomycetes,Entomophthorales,Diuraphis noxia,Homoptera,Aphididae,,,Field,South Africa,,,,,,7164,,Afrotropical
6658,Fusarium sp.,Fungi,Deuteromycetes,unknown,Diuraphis noxia,Homoptera,Aphididae,,,Field,South Africa,,,,,,7164,,Afrotropical
6659,Hirsutella illustris,Fungi,Deuteromycetes,Unknown,Eriosoma lanigerum,Homoptera,Aphididae,,,Field,South Africa,,,,,,7164,,Afrotropical
6660,Fusarium sp.,Fungi,Deuteromycetes,unknown,Prosapia sp. nr. bicincta,Homoptera,Cercopidae,Adult,,Field,Costa Rica,,,,,,7164,,Neotropical
6661,Mucor sp.,Fungi,Zygomycetes,Mucorales,Zulia vilior costarricensis,Homoptera,Cercopidae,,,,,,,,,,7164,,
6662,Entomophaga australiensis,Fungi,Zygomycetes,Entomophthorales,Cicadella sp.,Homoptera,Cicadellidae,,,Field,Australia,,,,,,7164,,Australian
6663,Conidiobolus coronatus,Fungi,Zygomycetes,Entomophthorales,Nephotettix cincticeps,Homoptera,Cicadellidae,,,Field,"Indonesia, Malaysia",,,,,,7164,,Oriental
6664,Beauveria brongniartii,Fungi,Deuteromycetes,unknown,Nephotettix cincticeps,Homoptera,Cicadellidae,,,Field,China,,,,,,7164,,Palearctic
6666,Sporothrix sp.,Fungi,Deuteromycetes,unknown,Nilaparvata lugens,Homoptera,Delphacidae,,,Field,Solomon Islands,,,,,,7164,,
6668,Conidiobolus sp.,Fungi,Zygomycetes,Entomophthorales,Gargara sp.,Homoptera,Membracidae,,,Field,"USA, Canada",,,,,,7164,,Nearctic
6669,Colletotrichum gloeosporioides,Fungi,,,Orthezia praelonga,Homoptera,Ortheziidae,,,Field,Brazil,,,,,,7164,,Neotropical
6670,Verticillium pseudohemipterigenum,Fungi,Deuteromycetes,Unknown,Bambusaspis sp.,Heteroptera,Asterolecaniidae,,,Field,Trinidad and Tobago,,,,,,7164,,
6671,Paecilomyces fumosoroseus,Fungi,Deuteromycetes,unknown,Eretmocerus californicus,Hymenoptera,Aphelinidae,Adult,,Field,USA,,,,,,7164,,Nearctic
6674,Verticillium lecanii,Fungi,Deuteromycetes,unknown,Formica sp.,Hymenoptera,Formicidae,,,Field,USA,,,,,,7164,,Nearctic
6676,Paecilomyces farinosus,Fungi,Deuteromycetes,unknown,Acantholyda erythrocephala,Hymenoptera,Pamphiliidae,,,Field,USA,,,,,,7164,,Nearctic
6677,Tolypocladium cylindrosporum,Fungi,Deuteromycetes,unknown,Sirex noctilio,Hymenoptera,Siricidae,Larva,,Field,South Africa,,,,,,7164,,Afrotropical
6678,Cordycepioideus bisporus,Fungi,Pyrenomycetes,Sphaeriales,Macrotermes sp.,Isoptera,Termitidae,,,Field,Kenya,,,,,,7164,,Afrotropical
6680,Fusarium sp.,Fungi,Deuteromycetes,unknown,Scrobipalpuloides absoluta,Lepidoptera,Gelechiidae,Larva,,Field,Brazil,,,,,,7164,,Neotropical
6681,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Sitotroga cerealella,Lepidoptera,Gelechiidae,,,Field,South Africa,,,,,,7164,,Afrotropical
6682,Metarhizium anisopliae var. anisopliae,Fungi,Deuteromycetes,unknown,Wiseana sp.,Lepidoptera,Hepialidae,AdultLarva,,Field,New Zealand,,,,,,7164,,Australian
6683,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Paraclemensia acerifoliella,Lepidoptera,Incurvariidae,,,Field,USA,,,,,,7164,,Nearctic
6684,Mariannaea pruinosa,Fungi,,,Iragoides fasciata,Lepidoptera,Limacodidae,,,Field,China,,,,,,7164,,Palearctic
6685,Geotrichum sp.,Fungi,Hemiascomycetes,Endomycetales,Plutella xylostella,Lepidoptera,Plutellidae,,,Field,Philippines,,,,,,7164,,Oriental
6686,Hirsutella nodulosa,Fungi,Deuteromycetes,unknown,Dioryctria zimmermani,Lepidoptera,Pyralidae,Larva,,Field,USA,,,,,,7164,,Nearctic
6687,Metarhizium anisopliae var. anisopliae,Fungi,Deuteromycetes,unknown,Eoreuma loftini,Lepidoptera,Crambidae,Larva,,Field,USA,,,,,,7164,,Nearctic
6688,Tolypocladium inflatum,Fungi,Deuteromycetes,unknown,Choristoneura fumiferana,Lepidoptera,Tortricidae,,,Field,Canada,,,,,,7164,,Nearctic
6689,Beauveria bassiana,Fungi,Deuteromycetes,unknown,Rhyacionia frustrana,Lepidoptera,Tortricidae,,,Field,USA,,,,,,7164,,Nearctic
6690,Metarhizium anisopliae,Fungi,Deuteromycetes,unknown,Austracris guttulosa,Orthoptera,Acrididae,,,,Australia,,,,,,7164,,
6691,Metarhizium anisopliae var. anisopliae,Fungi,Deuteromycetes,unknown,Austracris guttulosa,Orthoptera,Acrididae,,,,Australia,,,,,,7164,,
6692,Penicillium sp.,Fungi,Deuteromycetes,unknown,Hieroglyphus banian,Orthoptera,Acrididae,,,Field,India,,,,,,7164,,Oriental
6693,Mariannaea sp.,Fungi,,,Taeniothrips inconsequens,Thysanoptera,Thripidae,Larva,,Field,USA,,,,,,7164,,Nearctic
6694,Verticillium lecanii,Fungi,Deuteromycetes,unknown,Thrips tabaci,Thysanoptera,Thripidae,,,Info not available,Denmark,,,,,,7164,,
6696,Coelomomyces dentialatus,Fungi,Chytridiomycetes,Blastocladiales,Aedes aegypti,Diptera,Culicidae,Larva,,Field,"Madagascar, Sri Lanka",,,,,,7164,,OrientalAfrotropical
6697,Coelomomyces stegomyiae var. stegomyiae,Fungi,Chytridiomycetes,Blastocladiales,Aedes aegypti,Diptera,Culicidae,,,Field,"Ceylon, Philippines, Singapore",,,,,,7164,,Oriental
6698,Coelomomyces quadrangulatus var. quadrangulatus,Fungi,Chytridiomycetes,Blastocladiales,Aedes vexans,Diptera,Culicidae,,,Field,Ukraine,,,,,,7164,,Palearctic
6699,Coelomomyces macleayae,Fungi,Chytridiomycetes,Blastocladiales,Aedes aegypti,Diptera,Culicidae,,,Field,Burma,,,,,,7164,,Oriental
6700,Coelomomyces macleayae,Fungi,Chytridiomycetes,Blastocladiales,Aedes alcasidi,Diptera,Culicidae,,,Field,Taiwan,,,,,,7164,,Oriental
6701,Coelomomyces dentialatus,Fungi,Chytridiomycetes,Blastocladiales,Aedes albopictus,Diptera,Culicidae,Larva,,Field,Sri Lanka,,,,,,7164,,Oriental
6702,Coelomomyces macleayae,Fungi,Chytridiomycetes,Blastocladiales,Aedes albopictus,Diptera,Culicidae,,,Field,Thailand,,,,,,7164,,Oriental
6703,Coelomomyces stegomyiae var. stegomyiae,Fungi,Chytridiomycetes,Blastocladiales,Aedes albopictus,Diptera,Culicidae,,,Field,"Ceylon, Malaysia, Singapore",,,,,,7164,,Oriental
6704,Coelomomyces utahensis,Fungi,Chytridiomycetes,Blastocladiales,Aedes epactius,Diptera,Culicidae,,,Lab,USA,,,,,,7164,,
6706,Coelomomyces borealis var. borealis,Fungi,Chytridiomycetes,Blastocladiales,Aedes cantans,Diptera,Culicidae,Adult,,Field,UK,,,,,,7164,,Palearctic
6707,Coelomomyces psorophorae var. psorophorae,Fungi,Chytridiomycetes,Blastocladiales,Aedes caspius,Diptera,Culicidae,,,Field,Uzbekistan ,,,,,,7164,,Palearctic
6708,Coelomomyces psorophorae var. psorophorae,Fungi,Chytridiomycetes,Blastocladiales,Aedes cinereus,Diptera,Culicidae,,,Field,"France, Switzerland, Russia",,,,,,7164,,Palearctic
6709,Coelomomyces stegomyiae var. stegomyiae,Fungi,Chytridiomycetes,Blastocladiales,Aedes flavopictus,Diptera,Culicidae,,,,Japan,,,,,,7164,,
6710,Coelomomyces borealis var. giganteus,Fungi,Chytridiomycetes,Blastocladiales,Aedes fitchii,Diptera,Culicidae,Adult,,Field,Canada,,,,,,7164,,Nearctic
6712,Coelomomyces finlayae,Fungi,Chytridiomycetes,Blastocladiales,Aedes hebrideus,Diptera,Culicidae,,,Field,New Hebrides,,,,,,7164,,
6713,Coelomomyces stegomyiae var. stegomyiae,Fungi,Chytridiomycetes,Blastocladiales,Aedes hebrideus,Diptera,Culicidae,,,Field,Solomon Islands,,,,,,7164,,
6714,Coelomomyces macleayae,Fungi,Chytridiomycetes,Blastocladiales,Aedes japonicus shintiensis,Diptera,Culicidae,,,Field,Taiwan,,,,,,7164,,Oriental
6715,Coelomomyces macleayae,Fungi,Chytridiomycetes,Blastocladiales,Aedes cumminsii,Diptera,Culicidae,,,Field,Thailand,,,,,,7164,,Oriental
6716,Coelomomyces psorophorae var. psorophorae,Fungi,Chytridiomycetes,Blastocladiales,Aedes melanimon,Diptera,Culicidae,Adult,,Field,USA,,,,,,7164,,Nearctic
6717,Coelomomyces stegomyiae var. stegomyiae,Fungi,Chytridiomycetes,Blastocladiales,Aedes multifolium,Diptera,Culicidae,,,Field,Papua New Guinea,,,,,,7164,,Australian
6718,Coelomomyces macleayae,Fungi,Chytridiomycetes,Blastocladiales,Aedes polynesiensis,Diptera,Culicidae,,,Field,Fiji,,,,,,7164,,Oceanic
6719,Coelomomyces stegomyiae var. stegomyiae,Fungi,Chytridiomycetes,Blastocladiales,Aedes polynesiensis,Diptera,Culicidae,,,Field,"Fiji, Tokelau Islands",,,,,,7164,,Oceanic
6720,Coelomomyces macleayae,Fungi,Chytridiomycetes,Blastocladiales,Aedes pseudalbopictus,Diptera,Culicidae,,,Field,Thailand,,,,,,7164,,Oriental
6721,Coelomomyces stegomyiae var. stegomyiae,Fungi,Chytridiomycetes,Blastocladiales,Aedes quadrispinatus,Diptera,Culicidae,,,Field,Papua New Guinea,,,,,,7164,,Australian
6722,Coelomomyces stegomyiae var. stegomyiae,Fungi,Chytridiomycetes,Blastocladiales,Aedes riversi,Diptera,Culicidae,,,,Japan,,,,,,7164,,
6723,Coelomomyces stegomyiae var. stegomyiae,Fungi,Chytridiomycetes,Blastocladiales,Aedes scatophagoides,Diptera,Culicidae,,,Field,Zambia,,,,,,7164,,
